Customer_ID,Age,Gender,Religion,Season,Festival,Fashion_Trend,Purchasing Power,Avg_Spend,Family_Size,Urban_Rural,Education_Level,Preferred_Clothing_Type,Color,Pattern,Material,Fashion_Influence_Source,Cluster,Fashion Influence,Product Range,Customer Experience,Online Presence,sales,promotion,inventory,timestamp,date,Income,Spending_Score,cluster_name
C0472,43.0,Male,Muslim,Rainy,None,Low,Medium,1733,3,Urban,High School,Formal Wear,Neutral,,Rayon,Social Media,2,Celebrities,Accessories,Excellent,Strong,204,No,296,6/5/2024 22:43,4/16/2024,26364,59,Comfort-First Traditional Buyers
C0473,25.0,Female,Muslim,Summer,Diwali,Medium,Medium,960,7,Urban,Postgraduate,Casual/Formal,Bright,Checks,Rayon,Celebrity Trends,2,Celebrities,Accessories,Excellent,Moderate,177,No,339,9/16/2024 8:18,4/17/2024,14611,17,Comfort-First Traditional Buyers
C0474,46.0,Female,Christian,Summer,None,High,Medium,2369,5,Urban,Postgraduate,Traditional,Neutral,Solid,Rayon,Social Media,1,Celebrities,Women's Wear,Poor,Strong,190,No,344,9/18/2024 23:32,4/18/2024,37663,14,Festival-Driven High Spenders
C0475,43.0,Male,Christian,Summer,Eid,High,Medium,1038,6,Rural,Undergraduate,Western Casual,Dark,Floral,Wool,Social Media,2,,Women's Wear,Average,Strong,218,No,368,2/25/2025 1:21,4/19/2024,61991,31,Comfort-First Traditional Buyers
C0476,,Female,Hindu,Rainy,Diwali,High,Medium,2774,5,Urban,Postgraduate,Festive Wear,Dark,Checks,Silk,Celebrity Trends,0,Celebrities,Accessories,Average,Strong,206,Yes,316,9/14/2024 23:49,4/20/2024,67679,24,Price-Sensitive Young Fashionistas
C0477,43.0,,Christian,Rainy,,High,,3039,4,Urban,Undergraduate,Indo-Western,Bright,Floral,Silk,E-Commerce Trends,3,Local Trends,Women's Wear,Average,Moderate,177,No,298,11/17/2024 18:54,4/21/2024,40977,99,Seasonal Trend Followers
C0478,51.0,Female,,Rainy,Diwali,Medium,High,2342,6,Rural,Undergraduate,Sarees / Salwar Kameez,Neutral,Printed,Cotton,E-Commerce Trends,2,,Accessories,Poor,Weak,195,No,326,3/6/2025 18:06,4/22/2024,59115,60,Comfort-First Traditional Buyers
C0479,,,Muslim,Winter,Eid,High,Medium,1925,6,Urban,High School,Western Casual,Pastel,Solid,Cotton,E-Commerce Trends,0,Local Trends,Men's Wear,Excellent,Weak,210,Yes,297,4/9/2025 8:28,4/23/2024,98223,45,Price-Sensitive Young Fashionistas
C0480,24.0,Male,Christian,Winter,,Low,High,2933,7,Rural,Postgraduate,Hijab/Abaya,Dark,Printed,,Local Culture,0,Local Trends,Original Fit,,Moderate,176,No,333,3/14/2025 12:50,4/24/2024,70890,98,Price-Sensitive Young Fashionistas
C0481,21.0,Female,Muslim,Summer,Christmas,High,Medium,3270,2,Urban,Postgraduate,Casual/Formal,Bright,Printed,Silk,Local Culture,1,Local Trends,Women's Wear,Average,Weak,208,No,343,5/17/2024 16:50,4/25/2024,76387,3,Festival-Driven High Spenders
C0482,28.0,Male,,Rainy,None,High,Medium,3040,7,Urban,High School,Traditional,Bright,Solid,,Traditional Media,3,Social Media,Original Fit,Average,Strong,217,Yes,268,5/12/2024 17:45,4/26/2024,28071,37,Seasonal Trend Followers
C0483,46.0,Male,Hindu,Summer,Christmas,Medium,Low,1718,4,Rural,Graduate,Casual/Formal,Neutral,Printed,Silk,Celebrity Trends,2,Celebrities,Accessories,Poor,Weak,199,No,225,12/15/2024 16:16,4/27/2024,69275,43,Comfort-First Traditional Buyers
C0484,53.0,Female,Christian,Rainy,Eid,Medium,Low,2141,2,Urban,Postgraduate,Formal Wear,Bright,Solid,,Social Media,1,Social Media,Accessories,Good,Moderate,215,No,243,2/4/2025 14:00,4/28/2024,82369,40,Festival-Driven High Spenders
C0485,42.0,Male,Hindu,Rainy,Eid,Medium,High,1727,7,Rural,Undergraduate,Fusion Wear,Dark,Floral,Rayon,E-Commerce Trends,0,Celebrities,Accessories,Good,Weak,207,No,344,11/3/2024 20:08,4/29/2024,21938,90,Price-Sensitive Young Fashionistas
C0486,38.0,Female,,Rainy,Christmas,Medium,Low,1433,4,Urban,High School,Hijab/Abaya,Bright,Printed,Cotton,Celebrity Trends,3,,,Average,Strong,190,Yes,337,5/24/2024 7:25,4/30/2024,45195,55,Seasonal Trend Followers
C0487,53.0,Male,Hindu,Winter,None,High,Low,1973,6,Urban,Postgraduate,Indo-Western,Bright,Solid,Rayon,Social Media,0,Social Media,Accessories,Poor,Strong,213,Yes,380,4/13/2025 14:04,5/1/2024,14000,87,Price-Sensitive Young Fashionistas
C0488,27.0,Female,,Winter,Christmas,High,High,3316,7,Urban,Graduate,Hijab/Abaya,,Checks,Wool,Traditional Media,3,Local Trends,Women's Wear,Average,Moderate,209,No,295,11/6/2024 12:58,5/2/2024,80588,39,Seasonal Trend Followers
C0489,54.0,Male,Muslim,Rainy,,Low,Low,3624,7,Urban,Graduate,Traditional,Pastel,Printed,Wool,Local Culture,1,Celebrities,Men's Wear,Good,Moderate,208,No,342,12/31/2024 16:35,5/3/2024,48304,15,Festival-Driven High Spenders
C0490,26.0,Female,Muslim,Summer,Diwali,High,,1286,7,Urban,Graduate,Party Wear,Dark,Floral,Wool,Social Media,2,Local Trends,Men's Wear,Average,Moderate,205,Yes,343,11/6/2024 21:07,5/4/2024,79449,4,Comfort-First Traditional Buyers
C0491,41.0,Female,Muslim,Rainy,Diwali,High,,3668,6,Rural,High School,Western Casual,Neutral,Solid,Silk,Celebrity Trends,3,Social Media,,Good,Strong,184,No,323,6/4/2024 14:45,5/5/2024,92986,93,Seasonal Trend Followers
C0492,52.0,Male,Christian,Rainy,Christmas,High,High,2912,2,Rural,Undergraduate,Fusion Wear,,,Silk,Social Media,3,Local Trends,Men's Wear,Good,Weak,219,Yes,358,5/21/2024 7:54,5/6/2024,99643,86,Seasonal Trend Followers
C0493,52.0,Female,Hindu,Summer,Christmas,Medium,Medium,1715,5,Rural,Postgraduate,Festive Wear,,Printed,Silk,Social Media,2,Celebrities,Original Fit,Good,Weak,215,No,287,12/16/2024 9:45,5/7/2024,30764,25,Comfort-First Traditional Buyers
C0494,53.0,Female,Christian,Rainy,Christmas,High,Low,1759,2,Rural,Graduate,Casual/Formal,Dark,Printed,,Traditional Media,0,Celebrities,Accessories,Excellent,Moderate,193,No,318,12/21/2024 3:03,5/8/2024,96027,13,Price-Sensitive Young Fashionistas
C0495,35.0,,Muslim,,Diwali,High,High,1610,4,Urban,Postgraduate,Hijab/Abaya,Pastel,Floral,Rayon,Social Media,0,Celebrities,Accessories,Excellent,Weak,184,No,243,5/3/2025 6:39,5/9/2024,48494,82,Price-Sensitive Young Fashionistas
C0496,56.0,Female,Christian,Winter,,High,High,865,3,Rural,Postgraduate,Indo-Western,Neutral,,Silk,E-Commerce Trends,0,Social Media,Accessories,Average,Weak,215,Yes,413,8/9/2024 19:45,5/10/2024,13373,33,Price-Sensitive Young Fashionistas
C0497,49.0,Female,Hindu,Winter,Eid,Medium,Medium,1716,3,Rural,Undergraduate,Festive Wear,Pastel,Checks,Rayon,Local Culture,2,Celebrities,Original Fit,Good,Moderate,205,No,317,6/11/2024 21:05,5/11/2024,22161,16,Comfort-First Traditional Buyers
C0498,41.0,Female,Christian,Summer,Christmas,Medium,Medium,2860,4,Urban,High School,Festive Wear,Dark,Checks,Rayon,Social Media,3,Social Media,Original Fit,Excellent,Moderate,205,Yes,276,8/26/2024 2:52,5/12/2024,37350,42,Seasonal Trend Followers
C0499,40.0,Female,Hindu,Winter,None,Medium,Low,1331,6,Rural,Undergraduate,Traditional,Dark,Checks,Rayon,Celebrity Trends,0,Local Trends,Original Fit,Average,,212,No,367,8/8/2024 16:20,5/13/2024,35351,66,Price-Sensitive Young Fashionistas
C0500,49.0,Female,Christian,Winter,Eid,Low,High,1787,5,Urban,High School,Indo-Western,Pastel,Solid,Cotton,Local Culture,0,Celebrities,Women's Wear,Average,Strong,211,No,316,11/8/2024 2:01,5/14/2024,98668,55,Price-Sensitive Young Fashionistas
C0501,54.0,Male,Hindu,Summer,Eid,High,Low,1298,5,Urban,Graduate,Festive Wear,Neutral,Checks,Cotton,Celebrity Trends,0,Celebrities,Original Fit,Average,Strong,238,Yes,333,11/7/2024 23:52,5/15/2024,25305,99,Price-Sensitive Young Fashionistas
C0502,29.0,Male,Hindu,Winter,Eid,High,Low,1631,2,Rural,Postgraduate,Party Wear,Bright,Floral,Wool,Local Culture,0,Celebrities,Men's Wear,Average,Strong,205,Yes,216,5/28/2024 9:43,5/16/2024,85353,42,Price-Sensitive Young Fashionistas
C0503,30.0,Female,Muslim,Rainy,None,High,,3781,6,Urban,Postgraduate,Indo-Western,Bright,Solid,Wool,Social Media,1,Local Trends,,,Weak,179,No,311,9/7/2024 20:49,5/17/2024,86797,34,Festival-Driven High Spenders
C0504,40.0,Male,Hindu,Rainy,None,Low,High,3223,2,Rural,High School,Hijab/Abaya,,Printed,Rayon,E-Commerce Trends,3,,Women's Wear,Poor,Weak,208,No,295,2/26/2025 8:40,5/18/2024,75953,30,Seasonal Trend Followers
C0505,,Female,Muslim,Summer,Diwali,High,High,2039,5,Rural,Graduate,Hijab/Abaya,Neutral,Floral,Wool,Social Media,2,Social Media,,,Strong,191,No,244,3/20/2025 10:15,5/19/2024,67458,13,Comfort-First Traditional Buyers
C0506,,Male,Muslim,Winter,None,High,High,418,3,Rural,High School,Hijab/Abaya,Bright,Printed,,Local Culture,2,,Original Fit,Average,Strong,173,Yes,254,7/18/2024 9:01,5/20/2024,30358,13,Comfort-First Traditional Buyers
C0507,,,Muslim,Rainy,None,High,Medium,1460,3,Urban,Postgraduate,Sarees / Salwar Kameez,Dark,,,Local Culture,0,Local Trends,Women's Wear,Poor,Moderate,194,No,301,2/28/2025 19:58,5/21/2024,13267,18,Price-Sensitive Young Fashionistas
C0508,47.0,Female,Christian,Rainy,None,Low,Medium,1506,3,Urban,Postgraduate,Western Casual,Neutral,Floral,Cotton,Traditional Media,0,,Original Fit,Good,Weak,211,No,348,5/27/2024 18:43,5/22/2024,92745,32,Price-Sensitive Young Fashionistas
C0509,34.0,Female,Christian,Winter,Eid,Low,Medium,2315,7,Rural,Postgraduate,Formal Wear,Bright,Solid,Cotton,E-Commerce Trends,0,Local Trends,Original Fit,,Weak,211,No,313,4/9/2025 8:10,5/23/2024,99588,96,Price-Sensitive Young Fashionistas
C0510,37.0,Male,Christian,Winter,Christmas,High,Medium,1765,5,Urban,Graduate,Festive Wear,Neutral,Floral,Silk,Social Media,2,Local Trends,Women's Wear,,Strong,199,No,302,5/10/2024 11:32,5/24/2024,48513,99,Comfort-First Traditional Buyers
C0511,42.0,Female,Christian,Rainy,Diwali,Low,Medium,1582,3,Urban,Graduate,Indo-Western,Pastel,Printed,Rayon,Social Media,0,Social Media,Accessories,Poor,Weak,208,No,228,6/27/2024 22:49,5/25/2024,36092,39,Price-Sensitive Young Fashionistas
C0512,39.0,Female,Hindu,Rainy,Christmas,Medium,High,2580,4,Rural,High School,Traditional,Neutral,Solid,Cotton,E-Commerce Trends,2,Local Trends,Accessories,,Moderate,197,No,310,8/14/2024 18:52,5/26/2024,21338,46,Comfort-First Traditional Buyers
C0513,30.0,,Hindu,Summer,Christmas,Low,Low,3455,2,Urban,Undergraduate,Hijab/Abaya,Bright,Floral,Rayon,Social Media,1,,Women's Wear,Poor,Moderate,184,No,237,8/18/2024 9:26,5/27/2024,10412,29,Festival-Driven High Spenders
C0514,,Female,Christian,Summer,None,High,High,1835,5,Urban,Postgraduate,Festive Wear,Pastel,,Wool,Celebrity Trends,0,Local Trends,Accessories,Good,Weak,208,No,245,4/8/2025 9:06,5/28/2024,17543,62,Price-Sensitive Young Fashionistas
C0515,53.0,Male,Hindu,Rainy,Diwali,High,Low,1667,4,Urban,Graduate,Festive Wear,Neutral,Floral,,Local Culture,0,,Men's Wear,Good,Strong,176,No,198,7/4/2024 19:17,5/29/2024,43496,93,Price-Sensitive Young Fashionistas
C0516,29.0,Male,Hindu,Summer,Christmas,High,Medium,2835,7,Urban,Graduate,Casual/Formal,Dark,Floral,Cotton,E-Commerce Trends,3,Local Trends,Men's Wear,Excellent,Weak,206,Yes,333,11/17/2024 10:59,5/30/2024,70692,62,Seasonal Trend Followers
C0517,58.0,Female,Muslim,,Christmas,Medium,Low,1977,4,Urban,High School,Formal Wear,Bright,Solid,Rayon,Traditional Media,0,Local Trends,Original Fit,Poor,Moderate,232,No,316,12/12/2024 9:30,5/31/2024,99084,57,Price-Sensitive Young Fashionistas
C0518,,Male,Muslim,Rainy,Diwali,High,High,1096,6,Urban,High School,Ethnic Wear,Pastel,Printed,Cotton,Celebrity Trends,0,Local Trends,Accessories,Average,Strong,197,No,327,2/23/2025 12:57,6/1/2024,54425,16,Price-Sensitive Young Fashionistas
C0519,29.0,Female,Muslim,Summer,None,High,High,4410,3,Urban,High School,Formal Wear,,Floral,Wool,Local Culture,1,Social Media,Men's Wear,Average,Weak,197,No,340,1/27/2025 12:38,6/2/2024,48756,56,Festival-Driven High Spenders
C0520,26.0,Female,Muslim,Summer,Christmas,Medium,Low,3159,3,Rural,Undergraduate,Casual/Formal,Dark,,Cotton,E-Commerce Trends,1,Social Media,,Excellent,Strong,196,Yes,353,9/12/2024 2:18,6/3/2024,28888,10,Festival-Driven High Spenders
C0521,24.0,Male,,Winter,Eid,High,Medium,3596,4,Rural,Undergraduate,Indo-Western,Bright,Printed,Rayon,Social Media,3,Local Trends,Accessories,Excellent,Strong,221,Yes,369,8/29/2024 23:55,6/4/2024,45735,30,Seasonal Trend Followers
C0522,45.0,Female,Christian,Winter,Christmas,Low,Medium,1567,7,Urban,Graduate,Ethnic Wear,Dark,Floral,Wool,Social Media,2,,Men's Wear,Excellent,Moderate,187,No,322,12/7/2024 21:50,6/5/2024,57295,25,Comfort-First Traditional Buyers
C0523,31.0,Female,Hindu,Winter,Eid,Medium,High,2450,4,Urban,Graduate,Western Casual,Neutral,Printed,Silk,Local Culture,1,Celebrities,,Poor,Strong,206,Yes,328,10/16/2024 5:02,6/6/2024,93042,84,Festival-Driven High Spenders
C0524,48.0,Male,,Rainy,None,High,Low,3928,6,Rural,Postgraduate,Sarees / Salwar Kameez,Neutral,Printed,Wool,Celebrity Trends,1,Local Trends,Women's Wear,Average,Weak,218,No,284,8/14/2024 19:52,6/7/2024,95999,5,Festival-Driven High Spenders
C0525,36.0,Female,Hindu,Summer,Christmas,Medium,Medium,2319,6,Urban,Postgraduate,Traditional,Pastel,Solid,Silk,E-Commerce Trends,3,Celebrities,Original Fit,Average,Strong,242,Yes,340,3/8/2025 13:52,6/8/2024,27955,65,Seasonal Trend Followers
C0526,33.0,Female,Muslim,Rainy,Diwali,High,Medium,2738,2,Urban,Undergraduate,Western Casual,Dark,Printed,Cotton,Celebrity Trends,1,Celebrities,Women's Wear,Average,Strong,218,Yes,317,10/29/2024 16:39,6/9/2024,47841,94,Festival-Driven High Spenders
C0527,22.0,Female,Muslim,Summer,Diwali,High,High,1891,7,Urban,Graduate,Indo-Western,Pastel,Solid,Cotton,Celebrity Trends,0,Local Trends,Original Fit,Excellent,Weak,212,Yes,329,6/11/2024 17:15,6/10/2024,80640,49,Price-Sensitive Young Fashionistas
C0528,52.0,Female,Muslim,Rainy,Christmas,Medium,Medium,3989,5,Rural,Undergraduate,Casual/Formal,Bright,Floral,Rayon,E-Commerce Trends,1,,Men's Wear,Average,,211,Yes,345,12/27/2024 3:57,6/11/2024,75510,3,Festival-Driven High Spenders
C0529,29.0,Male,Christian,,,Medium,Low,2573,2,Urban,Undergraduate,Fusion Wear,Pastel,Printed,Silk,Traditional Media,2,Celebrities,Original Fit,Good,Moderate,182,No,245,8/5/2024 10:19,6/12/2024,44911,45,Comfort-First Traditional Buyers
C0530,42.0,Female,Hindu,Winter,None,High,High,2044,3,Rural,High School,Formal Wear,Bright,Printed,Cotton,Social Media,2,Celebrities,Men's Wear,Excellent,Weak,224,Yes,288,11/3/2024 7:10,6/13/2024,69031,14,Comfort-First Traditional Buyers
C0531,38.0,Female,Christian,Winter,Diwali,High,High,3008,7,Urban,Undergraduate,Fusion Wear,Neutral,,,Celebrity Trends,3,Local Trends,Men's Wear,Average,Weak,213,No,360,3/13/2025 10:05,6/14/2024,98726,30,Seasonal Trend Followers
C0532,53.0,Female,Muslim,Rainy,Christmas,Medium,Low,2795,5,Urban,Undergraduate,Party Wear,Neutral,,Cotton,Local Culture,0,Local Trends,Accessories,Poor,Moderate,180,No,324,2/12/2025 18:22,6/15/2024,17357,68,Price-Sensitive Young Fashionistas
C0533,40.0,Female,,Summer,None,High,High,872,4,Urban,Postgraduate,Ethnic Wear,Dark,Floral,Wool,E-Commerce Trends,2,Celebrities,Original Fit,Excellent,Strong,208,No,371,1/10/2025 17:08,6/16/2024,42479,18,Comfort-First Traditional Buyers
C0534,,Female,Hindu,Summer,Diwali,High,Medium,1745,7,Urban,Undergraduate,Party Wear,Bright,Checks,Cotton,Local Culture,0,Local Trends,Original Fit,Good,Weak,186,No,286,4/30/2025 17:54,6/17/2024,71476,62,Price-Sensitive Young Fashionistas
C0535,,,,Winter,,Low,Medium,2485,2,Urban,Graduate,Sarees / Salwar Kameez,Neutral,Checks,Rayon,Social Media,3,Local Trends,Original Fit,Good,Strong,172,No,336,4/29/2025 10:54,6/18/2024,54811,37,Seasonal Trend Followers
C0536,59.0,Female,Muslim,Winter,Christmas,Low,Low,2052,6,Rural,Undergraduate,Sarees / Salwar Kameez,Dark,Solid,Wool,E-Commerce Trends,0,Celebrities,Women's Wear,Poor,,190,No,314,12/23/2024 5:06,6/19/2024,46208,25,Price-Sensitive Young Fashionistas
C0537,56.0,Female,Muslim,Winter,Eid,Medium,Medium,3344,3,Urban,Postgraduate,Sarees / Salwar Kameez,Dark,Solid,Rayon,Social Media,2,,Accessories,Poor,Moderate,192,Yes,259,2/23/2025 20:46,6/20/2024,30150,48,Comfort-First Traditional Buyers
C0538,31.0,,Christian,Winter,Eid,High,Low,1966,2,Rural,Undergraduate,Sarees / Salwar Kameez,Pastel,Printed,Wool,E-Commerce Trends,2,Social Media,Accessories,Excellent,Strong,196,No,325,11/9/2024 14:31,6/21/2024,81180,65,Comfort-First Traditional Buyers
C0539,48.0,Female,Muslim,Summer,None,High,Low,963,2,Rural,Postgraduate,Indo-Western,Dark,Printed,Silk,Local Culture,0,Local Trends,Accessories,Excellent,Strong,204,No,247,7/13/2024 15:05,6/22/2024,53286,53,Price-Sensitive Young Fashionistas
C0540,22.0,Female,,Rainy,None,Medium,Medium,1064,5,Rural,Undergraduate,Traditional,Neutral,Printed,Rayon,Local Culture,0,Social Media,,Good,,208,No,257,5/8/2024 0:06,6/23/2024,78450,79,Price-Sensitive Young Fashionistas
C0541,,Male,Hindu,Rainy,None,High,Low,2087,4,Rural,High School,Formal Wear,Pastel,Printed,Cotton,E-Commerce Trends,2,Celebrities,Original Fit,,Strong,212,No,232,12/8/2024 7:40,6/24/2024,31352,73,Comfort-First Traditional Buyers
C0542,,Male,Muslim,Rainy,Christmas,High,Medium,1265,4,Rural,Graduate,Traditional,Bright,Solid,Silk,Local Culture,2,Local Trends,Original Fit,Excellent,Weak,199,No,337,9/8/2024 9:47,6/25/2024,65069,15,Comfort-First Traditional Buyers
C0543,46.0,Male,Muslim,Rainy,Eid,Low,High,1365,4,Urban,Postgraduate,Party Wear,Bright,Floral,Cotton,Local Culture,2,Celebrities,Original Fit,Good,Moderate,183,No,345,12/15/2024 3:13,6/26/2024,24397,49,Comfort-First Traditional Buyers
C0544,28.0,Female,Hindu,Winter,Christmas,Medium,High,1325,4,Urban,High School,Party Wear,Neutral,Printed,Wool,E-Commerce Trends,2,Celebrities,Accessories,Poor,Strong,205,No,387,2/2/2025 20:42,6/27/2024,51555,88,Comfort-First Traditional Buyers
C0545,35.0,Female,,Winter,,High,Low,2739,2,Urban,Postgraduate,Formal Wear,Neutral,Floral,Wool,Local Culture,1,Celebrities,Accessories,Good,Weak,202,No,329,7/17/2024 5:49,6/28/2024,56959,68,Festival-Driven High Spenders
C0546,29.0,Female,Christian,Winter,Eid,Medium,,3177,2,Rural,High School,Fusion Wear,Pastel,Printed,Cotton,Traditional Media,3,Celebrities,Men's Wear,,Strong,193,Yes,279,6/30/2024 18:02,6/29/2024,10728,12,Seasonal Trend Followers
C0547,26.0,,Muslim,Rainy,Christmas,High,Medium,1007,3,Urban,Undergraduate,Sarees / Salwar Kameez,Pastel,Checks,Cotton,E-Commerce Trends,2,Celebrities,Women's Wear,Poor,Weak,177,No,188,12/19/2024 20:27,6/30/2024,60517,59,Comfort-First Traditional Buyers
C0548,27.0,Female,Hindu,Winter,Christmas,High,High,2327,6,Urban,Postgraduate,Indo-Western,,Printed,Silk,Social Media,2,Local Trends,Women's Wear,,Weak,159,Yes,309,1/27/2025 13:43,7/1/2024,76234,37,Comfort-First Traditional Buyers
C0549,34.0,Male,Christian,Winter,Diwali,Medium,High,1026,7,Urban,High School,Hijab/Abaya,Neutral,Printed,Cotton,Local Culture,2,Social Media,Accessories,Excellent,,196,No,229,9/16/2024 10:19,7/2/2024,49954,61,Comfort-First Traditional Buyers
C0550,55.0,Female,Christian,Summer,Christmas,High,Medium,1741,5,Urban,Undergraduate,Indo-Western,,Printed,Rayon,Local Culture,2,Local Trends,,Average,Moderate,203,No,284,12/7/2024 4:41,7/3/2024,57280,43,Comfort-First Traditional Buyers
C0551,24.0,Female,Muslim,Summer,None,Medium,Low,1431,3,Urban,Graduate,Formal Wear,Bright,Solid,Rayon,Social Media,2,Local Trends,Original Fit,Poor,Strong,214,Yes,399,12/23/2024 9:38,7/4/2024,89459,70,Comfort-First Traditional Buyers
C0552,30.0,Female,Muslim,,,High,High,1863,4,Rural,Postgraduate,Party Wear,Bright,Checks,Cotton,Local Culture,1,Local Trends,Accessories,Good,Moderate,184,Yes,285,6/23/2024 7:01,7/5/2024,26779,39,Festival-Driven High Spenders
C0553,57.0,Male,Christian,Summer,Eid,Medium,Low,2644,2,Urban,Graduate,Fusion Wear,Neutral,Printed,Rayon,Celebrity Trends,2,Local Trends,Women's Wear,Excellent,,206,Yes,235,10/16/2024 14:50,7/6/2024,73932,56,Comfort-First Traditional Buyers
C0554,59.0,Male,,Summer,,High,Low,3064,2,Urban,High School,Ethnic Wear,Dark,Printed,Cotton,Traditional Media,3,Social Media,Women's Wear,Average,Weak,169,No,186,6/27/2024 9:07,7/7/2024,82936,63,Seasonal Trend Followers
C0555,26.0,Male,,,Diwali,High,High,1826,3,Rural,Postgraduate,Party Wear,Neutral,,Silk,E-Commerce Trends,2,Local Trends,Women's Wear,Average,Moderate,209,No,310,11/22/2024 17:11,7/8/2024,34466,46,Comfort-First Traditional Buyers
C0556,,Male,Muslim,Winter,Eid,Medium,Low,1710,4,Rural,Graduate,Fusion Wear,Neutral,Checks,Rayon,Celebrity Trends,2,,Original Fit,,Moderate,209,No,235,5/19/2024 6:53,7/9/2024,46939,88,Comfort-First Traditional Buyers
C0557,19.0,Female,Hindu,Winter,Eid,High,Low,1011,5,Urban,Graduate,Casual/Formal,,Printed,Rayon,Celebrity Trends,0,,Women's Wear,Poor,Strong,193,No,290,12/31/2024 0:34,7/10/2024,79896,11,Price-Sensitive Young Fashionistas
C0558,22.0,Male,,Winter,Diwali,Medium,,2015,7,Rural,Undergraduate,Sarees / Salwar Kameez,Neutral,Floral,Cotton,E-Commerce Trends,0,Local Trends,Original Fit,Excellent,Weak,176,No,240,12/18/2024 1:32,7/11/2024,45270,62,Price-Sensitive Young Fashionistas
C0559,46.0,Female,Christian,Rainy,,High,Low,1823,5,Urban,Undergraduate,Casual/Formal,Pastel,Floral,Rayon,Social Media,2,Social Media,Original Fit,Average,Moderate,202,No,241,10/26/2024 4:07,7/12/2024,69163,77,Comfort-First Traditional Buyers
C0560,54.0,Female,Muslim,Rainy,Eid,Low,Medium,1251,4,Rural,Graduate,Hijab/Abaya,Neutral,Solid,,Traditional Media,0,Social Media,Original Fit,,Weak,198,No,253,9/26/2024 5:51,7/13/2024,92637,98,Price-Sensitive Young Fashionistas
C0561,55.0,Male,,Winter,None,Medium,High,1790,6,Rural,Postgraduate,Ethnic Wear,Neutral,Floral,Silk,Social Media,2,Celebrities,,Average,Weak,201,No,243,9/9/2024 7:01,7/14/2024,61934,25,Comfort-First Traditional Buyers
C0562,36.0,Male,Christian,Summer,Eid,High,High,3649,5,Urban,Postgraduate,Ethnic Wear,Neutral,Printed,Silk,Local Culture,1,Local Trends,Original Fit,Good,Strong,176,No,210,12/8/2024 12:02,7/15/2024,74895,71,Festival-Driven High Spenders
C0563,25.0,Male,Christian,Winter,Eid,Medium,Medium,3414,5,Urban,Graduate,Indo-Western,Neutral,Solid,Rayon,Traditional Media,1,Local Trends,,,Strong,189,Yes,360,12/14/2024 5:51,7/16/2024,42307,52,Festival-Driven High Spenders
C0564,18.0,Male,Hindu,Winter,None,High,High,2587,7,Urban,Graduate,Festive Wear,Dark,,,Local Culture,1,Local Trends,Women's Wear,Excellent,Strong,219,No,316,4/4/2025 9:51,7/17/2024,64098,4,Festival-Driven High Spenders
C0565,39.0,Male,Hindu,Summer,,Low,Low,3426,5,Rural,Undergraduate,Traditional,Neutral,Printed,Wool,Local Culture,3,Celebrities,Accessories,Average,Moderate,185,No,344,8/27/2024 10:41,7/18/2024,70921,59,Seasonal Trend Followers
C0566,34.0,Female,Muslim,,None,High,Low,3358,6,Rural,High School,Hijab/Abaya,Pastel,Checks,Wool,Social Media,3,Social Media,Women's Wear,Good,Weak,207,Yes,379,10/15/2024 19:31,7/19/2024,15486,72,Seasonal Trend Followers
C0567,24.0,Male,Muslim,,Diwali,Medium,Low,2750,3,Rural,High School,Festive Wear,Pastel,Floral,Rayon,E-Commerce Trends,1,Celebrities,,Poor,Moderate,202,No,260,5/18/2024 20:46,7/20/2024,18335,20,Festival-Driven High Spenders
C0568,42.0,Female,Christian,Winter,None,Medium,High,3179,2,Rural,Undergraduate,Indo-Western,,,Rayon,Celebrity Trends,1,Local Trends,Accessories,Good,Moderate,186,Yes,243,8/24/2024 14:15,7/21/2024,96900,93,Festival-Driven High Spenders
C0569,21.0,Male,Christian,Rainy,,Medium,Low,1536,2,Urban,High School,Western Casual,Bright,Checks,Wool,Traditional Media,2,Social Media,Men's Wear,Poor,Strong,174,Yes,235,12/12/2024 11:05,7/22/2024,99112,63,Comfort-First Traditional Buyers
C0570,53.0,,Christian,Rainy,Eid,Medium,High,1665,4,Urban,Postgraduate,Fusion Wear,Dark,Printed,Cotton,Local Culture,2,Social Media,Original Fit,Poor,Weak,189,No,351,11/26/2024 19:06,7/23/2024,21130,54,Comfort-First Traditional Buyers
C0571,23.0,Female,Muslim,,None,Medium,Low,2268,5,Rural,Undergraduate,Festive Wear,Neutral,,Wool,Celebrity Trends,0,Celebrities,Women's Wear,Average,Weak,218,Yes,357,6/23/2024 12:13,7/24/2024,97508,74,Price-Sensitive Young Fashionistas
C0572,48.0,Female,Hindu,Rainy,Eid,High,,3743,4,Rural,Undergraduate,Casual/Formal,Neutral,Floral,,Local Culture,1,Social Media,Men's Wear,Poor,,210,No,264,4/29/2025 22:13,7/25/2024,70566,98,Festival-Driven High Spenders
C0573,36.0,Female,Hindu,Rainy,None,High,High,3021,2,Urban,Undergraduate,Indo-Western,Neutral,Solid,Silk,Local Culture,1,Social Media,Original Fit,Good,,194,No,324,7/23/2024 23:49,7/26/2024,76703,57,Festival-Driven High Spenders
